Background Questions,,,,,,,,,,,,,,
,Neutral,33.3%,50.0%,16.7%,0.0%,0.0%,12,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,50.0%,25.0%,25.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q27i Importance of Other (all),,,,,,,,,,,,,,
,,Other,,,,Total,,,,,,,,
,,Very Important,Important,Neutral,Not Important At All,Count,,,,,,,,
All Respondents,_____________   _____________,9.1%,9.1%,72.7%,9.1%,11,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,0.0%,25.0%,50.0%,25.0%,4,,,,,,,,
,Biotechnology/ Life Science Service,25.0%,0.0%,75.0%,0.0%,4,,,,,,,,
,Other,0.0%,0.0%,100.0%,0.0%,3,,,,,,,,
Position,CEO/CFO,0.0%,100.0%,0.0%,0.0%,1,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,0.0%,50.0%,50.0%,2,,,,,,,,
,Service Provider,0.0%,0.0%,100.0%,0.0%,2,,,,,,,,
,Business Dev Director,0.0%,0.0%,100.0%,0.0%,4,,,,,,,,
,Other/Research,50.0%,0.0%,50.0%,0.0%,2,,,,,,,,
NJ Employees,Less than 10,25.0%,25.0%,50.0%,0.0%,4,,,,,,,,
,10 - 49,0.0%,0.0%,100.0%,0.0%,3,,,,,,,,
,50 or More,0.0%,0.0%,100.0%,0.0%,1,,,,,,,,
BioNJ Membership,Yes,12.5%,12.5%,75.0%,0.0%,8,,,,,,,,
,Former member,0.0%,0.0%,100.0%,0.0%,1,,,,,,,,
,Never member,0.0%,0.0%,50.0%,50.0%,2,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,0.0%,20.0%,80.0%,0.0%,5,,,,,,,,
,Some responsibility,25.0%,0.0%,50.0%,25.0%,4,,,,,,,,
,No responsibility,0.0%,0.0%,100.0%,0.0%,2,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,16.7%,16.7%,66.7%,0.0%,6,,,,,,,,
,Neutral,0.0%,0.0%,100.0%,0.0%,1,,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,100.0%,0.0%,1,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,20.0%,0.0%,80.0%,0.0%,5,,,,,,,,
,Satisfied,0.0%,33.3%,66.7%,0.0%,3,,,,,,,,
,,,,,,,,,,,,,,
Q28 Respondents who indicated No Opinion on Federal policy issues (all),,,,,,,,,,,,,,
,No Opinion,,,,,,,,,,,,,
Medicare Part B,12.3%,,,,,,,,,,,,,
Medicare Part D,12.3%,,,,,,,,,,,,,
Adequate NIH funding,6.0%,,,,,,,,,,,,,
Supportive tax policy,6.7%,,,,,,,,,,,,,
Adequate FDA funding and streamlining FDA,5.3%,,,,,,,,,,,,,
Biofuels standards,11.5%,,,,,,,,,,,,,
IPAB,26.4%,,,,,,,,,,,,,
Other,33.3%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Q28 How important are the following Federal policy issues? (all),,,,,,,,,,,,,,
,Very Important,Important,Neutral,Not Important,Not Important At All,,,,,,,,,
Medicare Part B,22.2%,43.0%,27.4%,4.4%,3.0%,,,,,,,,,
Medicare Part D,23.0%,43.7%,26.7%,4.4%,2.2%,,,,,,,,,
Adequate NIH funding,27.9%,45.0%,22.9%,2.9%,1.4%,,,,,,,,,
Supportive tax policy,30.7%,40.0%,24.3%,2.1%,2.9%,,,,,,,,,
Adequate FDA funding and streamlining FDA,37.5%,41.0%,17.4%,2.1%,2.1%,,,,,,,,,
Biofuels standards,2.3%,22.1%,53.4%,11.5%,10.7%,,,,,,,,,
IPAB,4.7%,17.0%,67.0%,5.7%,5.7%,,,,,,,,,
Other,10.0%,30.0%,60.0%,0.0%,0.0%,,,,,,,,,
,,,,,,,,,,,,,,
Q28a Importance of Medicare Part B (all),,,,,,,,,,,,,,
,,Medicare Part B,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,22.2%,43.0%,27.4%,4.4%,3.0%,135,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,29.0%,41.9%,22.6%,3.2%,3.2%,62,,,,,,,
,Biotechnology/ Life Science Service,15.7%,47.1%,27.5%,5.9%,3.9%,51,,,,,,,
,Other,14.3%,38.1%,42.9%,4.8%,0.0%,21,,,,,,,
Position,CEO/CFO,20.8%,34.0%,32.1%,7.5%,5.7%,53,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,41.7%,29.2%,0.0%,4.2%,24,,,,,,,
,Service Provider,0.0%,77.8%,22.2%,0.0%,0.0%,9,,,,,,,
,Business Dev Director,25.0%,37.5%,29.2%,8.3%,0.0%,24,,,,,,,
,Other/Research,28.0%,56.0%,16.0%,0.0%,0.0%,25,,,,,,,
NJ Employees,Less than 10,27.9%,37.2%,20.9%,11.6%,2.3%,43,,,,,,,
,10 - 49,20.5%,41.0%,35.9%,0.0%,2.6%,39,,,,,,,
,50 or More,22.9%,54.3%,20.0%,2.9%,0.0%,35,,,,,,,
BioNJ Membership,Yes,23.7%,44.9%,24.6%,4.2%,2.5%,118,,,,,,,
,Former member,11.1%,33.3%,55.6%,0.0%,0.0%,9,,,,,,,
,Never member,12.5%,25.0%,37.5%,12.5%,12.5%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,20.3%,40.6%,29.7%,4.7%,4.7%,64,,,,,,,
,Some responsibility,26.5%,46.9%,20.4%,4.1%,2.0%,49,,,,,,,
,No responsibility,14.3%,42.9%,38.1%,4.8%,0.0%,21,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,27.2%,41.3%,25.0%,4.3%,2.2%,92,,,,,,,
,Neutral,13.0%,60.9%,21.7%,4.3%,0.0%,23,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,33.3%,33.3%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,31.4%,42.9%,22.9%,2.9%,0.0%,35,,,,,,,
,Satisfied,21.7%,42.0%,29.0%,5.8%,1.4%,69,,,,,,,
,Neutral,20.0%,50.0%,10.0%,0.0%,20.0%,10,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,100.0%,0.0%,0.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q28b Importance of Medicare Part D (all),,,,,,,,,,,,,,
,,Medicare Part D,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,23.0%,43.7%,26.7%,4.4%,2.2%,135,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,31.7%,41.3%,20.6%,4.8%,1.6%,63,,,,,,,
,Biotechnology/ Life Science Service,14.0%,48.0%,28.0%,6.0%,4.0%,50,,,,,,,
,Other,14.3%,42.9%,42.9%,0.0%,0.0%,21,,,,,,,
Position,CEO/CFO,20.8%,35.8%,32.1%,7.5%,3.8%,53,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",32.0%,40.0%,24.0%,0.0%,4.0%,25,,,,,,,
,Service Provider,0.0%,77.8%,22.2%,0.0%,0.0%,9,,,,,,,
,Business Dev Director,21.7%,43.5%,30.4%,4.3%,0.0%,23,,,,,,,
,Other/Research,28.0%,52.0%,16.0%,4.0%,0.0%,25,,,,,,,
NJ Employees,Less than 10,26.2%,38.1%,21.4%,11.9%,2.4%,42,,,,,,,
,10 - 49,20.5%,41.0%,35.9%,0.0%,2.6%,39,,,,,,,
,50 or More,22.9%,54.3%,20.0%,2.9%,0.0%,35,,,,,,,
BioNJ Membership,Yes,23.7%,45.8%,23.7%,5.1%,1.7%,118,,,,,,,
,Former member,11.1%,33.3%,55.6%,0.0%,0.0%,9,,,,,,,
,Never member,25.0%,25.0%,37.5%,0.0%,12.5%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,22.2%,39.7%,28.6%,6.3%,3.2%,63,,,,,,,
,Some responsibility,26.5%,46.9%,20.4%,4.1%,2.0%,49,,,,,,,
,No responsibility,13.6%,50.0%,36.4%,0.0%,0.0%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,26.9%,43.0%,23.7%,5.4%,1.1%,93,,,,,,,
,Neutral,13.6%,59.1%,22.7%,4.5%,0.0%,22,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,33.3%,33.3%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,34.3%,40.0%,22.9%,2.9%,0.0%,35,,,,,,,
,Satisfied,18.6%,45.7%,27.1%,7.1%,1.4%,70,,,,,,,
,Neutral,33.3%,44.4%,11.1%,0.0%,11.1%,9,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,100.0%,0.0%,0.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q28c Importance of Adequate NIH funding (all),,,,,,,,,,,,,,
,,Adequate NIH funding,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,27.9%,45.0%,22.9%,2.9%,1.4%,140,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,33.8%,45.6%,17.6%,1.5%,1.5%,68,,,,,,,
,Biotechnology/ Life Science Service,23.5%,43.1%,25.5%,5.9%,2.0%,51,,,,,,,
,Other,20.0%,45.0%,35.0%,0.0%,0.0%,20,,,,,,,
Position,CEO/CFO,25.9%,37.9%,27.6%,6.9%,1.7%,58,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",23.1%,53.8%,19.2%,0.0%,3.8%,26,,,,,,,
,Service Provider,12.5%,50.0%,37.5%,0.0%,0.0%,8,,,,,,,
,Business Dev Director,33.3%,45.8%,20.8%,0.0%,0.0%,24,,,,,,,
,Other/Research,37.5%,50.0%,12.5%,0.0%,0.0%,24,,,,,,,
NJ Employees,Less than 10,31.1%,33.3%,26.7%,6.7%,2.2%,45,,,,,,,
,10 - 49,25.0%,45.0%,30.0%,0.0%,0.0%,40,,,,,,,
,50 or More,25.7%,62.9%,11.4%,0.0%,0.0%,35,,,,,,,
BioNJ Membership,Yes,28.7%,44.3%,23.0%,3.3%,0.8%,122,,,,,,,
,Former member,30.0%,50.0%,20.0%,0.0%,0.0%,10,,,,,,,
,Never member,12.5%,50.0%,25.0%,0.0%,12.5%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,23.2%,43.5%,27.5%,4.3%,1.4%,69,,,,,,,
,Some responsibility,32.0%,50.0%,14.0%,2.0%,2.0%,50,,,,,,,
,No responsibility,33.3%,38.1%,28.6%,0.0%,0.0%,21,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,31.6%,45.3%,20.0%,2.1%,1.1%,95,,,,,,,
,Neutral,16.7%,45.8%,29.2%,8.3%,0.0%,24,,,,,,,
,Not Valuable/Not Valuable At All,33.3%,0.0%,66.7%,0.0%,0.0%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,39.4%,30.3%,27.3%,3.0%,0.0%,33,,,,,,,
,Satisfied,22.7%,50.7%,21.3%,4.0%,1.3%,75,,,,,,,
,Neutral,27.3%,45.5%,27.3%,0.0%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,66.7%,33.3%,0.0%,0.0%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q28d Importance of Supportive tax policy (all),,,,,,,,,,,,,,
,,Supportive tax policy,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,30.7%,40.0%,24.3%,2.1%,2.9%,140,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,43.1%,38.5%,13.8%,1.5%,3.1%,65,,,,,,,
,Biotechnology/ Life Science Service,18.9%,45.3%,28.3%,3.8%,3.8%,53,,,,,,,
,Other,19.0%,33.3%,47.6%,0.0%,0.0%,21,,,,,,,
Position,CEO/CFO,35.7%,42.9%,12.5%,5.4%,3.6%,56,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",32.0%,40.0%,20.0%,0.0%,8.0%,25,,,,,,,
,Service Provider,20.0%,30.0%,50.0%,0.0%,0.0%,10,,,,,,,
,Business Dev Director,20.8%,41.7%,37.5%,0.0%,0.0%,24,,,,,,,
,Other/Research,32.0%,36.0%,32.0%,0.0%,0.0%,25,,,,,,,
NJ Employees,Less than 10,23.9%,43.5%,23.9%,6.5%,2.2%,46,,,,,,,
,10 - 49,33.3%,38.5%,25.6%,0.0%,2.6%,39,,,,,,,
,50 or More,30.6%,38.9%,27.8%,0.0%,2.8%,36,,,,,,,
BioNJ Membership,Yes,32.0%,37.7%,25.4%,2.5%,2.5%,122,,,,,,,
,Former member,20.0%,60.0%,20.0%,0.0%,0.0%,10,,,,,,,
,Never member,25.0%,50.0%,12.5%,0.0%,12.5%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,31.3%,43.3%,19.4%,3.0%,3.0%,67,,,,,,,
,Some responsibility,29.4%,39.2%,27.5%,2.0%,2.0%,51,,,,,,,
,No responsibility,31.8%,31.8%,31.8%,0.0%,4.5%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,36.2%,39.4%,21.3%,2.1%,1.1%,94,,,,,,,
,Neutral,16.0%,36.0%,40.0%,4.0%,4.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,33.3%,0.0%,33.3%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,38.2%,32.4%,26.5%,2.9%,0.0%,34,,,,,,,
,Satisfied,31.5%,41.1%,23.3%,2.7%,1.4%,73,,,,,,,
,Neutral,18.2%,27.3%,36.4%,0.0%,18.2%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,25.0%,50.0%,25.0%,0.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q28e Importance of Adequate FDA funding and streamlining FDA (all),,,,,,,,,,,,,,
,,Adequate FDA funding and streamlining FDA,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,37.5%,41.0%,17.4%,2.1%,2.1%,144,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,48.5%,36.8%,11.8%,1.5%,1.5%,68,,,,,,,
,Biotechnology/ Life Science Service,24.1%,48.1%,20.4%,3.7%,3.7%,54,,,,,,,
,Other,33.3%,38.1%,28.6%,0.0%,0.0%,21,,,,,,,
Position,CEO/CFO,32.2%,45.8%,13.6%,5.1%,3.4%,59,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",50.0%,34.6%,11.5%,0.0%,3.8%,26,,,,,,,
,Service Provider,20.0%,50.0%,30.0%,0.0%,0.0%,10,,,,,,,
,Business Dev Director,34.8%,30.4%,34.8%,0.0%,0.0%,23,,,,,,,
,Other/Research,46.2%,42.3%,11.5%,0.0%,0.0%,26,,,,,,,
NJ Employees,Less than 10,26.5%,40.8%,24.5%,6.1%,2.0%,49,,,,,,,
,10 - 49,43.9%,39.0%,14.6%,0.0%,2.4%,41,,,,,,,
,50 or More,36.1%,52.8%,11.1%,0.0%,0.0%,36,,,,,,,
BioNJ Membership,Yes,38.9%,42.1%,15.1%,2.4%,1.6%,126,,,,,,,
,Former member,20.0%,40.0%,40.0%,0.0%,0.0%,10,,,,,,,
,Never member,37.5%,25.0%,25.0%,0.0%,12.5%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,33.8%,42.6%,17.6%,2.9%,2.9%,68,,,,,,,
,Some responsibility,37.7%,43.4%,15.1%,1.9%,1.9%,53,,,,,,,
,No responsibility,45.5%,31.8%,22.7%,0.0%,0.0%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,42.9%,41.8%,12.2%,2.0%,1.0%,98,,,,,,,
,Neutral,28.0%,44.0%,24.0%,4.0%,0.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,33.3%,33.3%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,50.0%,33.3%,13.9%,2.8%,0.0%,36,,,,,,,
,Satisfied,33.8%,44.6%,17.6%,2.7%,1.4%,74,,,,,,,
,Neutral,50.0%,41.7%,0.0%,0.0%,8.3%,12,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,75.0%,25.0%,0.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q28f Importance of Biofuels standards (all),,,,,,,,,,,,,,
,,Biofuels standards,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,2.3%,22.1%,53.4%,11.5%,10.7%,131,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,1.6%,20.6%,47.6%,11.1%,19.0%,63,,,,,,,
,Biotechnology/ Life Science Service,2.2%,26.1%,54.3%,13.0%,4.3%,46,,,,,,,
,Other,4.8%,14.3%,71.4%,9.5%,0.0%,21,,,,,,,
Position,CEO/CFO,0.0%,14.8%,50.0%,14.8%,20.4%,54,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,40.9%,45.5%,4.5%,9.1%,22,,,,,,,
,Service Provider,12.5%,12.5%,75.0%,0.0%,0.0%,8,,,,,,,
,Business Dev Director,4.3%,21.7%,65.2%,8.7%,0.0%,23,,,,,,,
,Other/Research,4.2%,25.0%,50.0%,16.7%,4.2%,24,,,,,,,
NJ Employees,Less than 10,4.8%,16.7%,45.2%,21.4%,11.9%,42,,,,,,,
,10 - 49,0.0%,24.3%,59.5%,5.4%,10.8%,37,,,,,,,
,50 or More,3.0%,33.3%,54.5%,6.1%,3.0%,33,,,,,,,
BioNJ Membership,Yes,2.7%,20.4%,54.9%,11.5%,10.6%,113,,,,,,,
,Former member,0.0%,40.0%,60.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,25.0%,25.0%,25.0%,25.0%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,1.6%,14.8%,59.0%,9.8%,14.8%,61,,,,,,,
,Some responsibility,2.0%,36.7%,40.8%,12.2%,8.2%,49,,,,,,,
,No responsibility,4.8%,9.5%,66.7%,14.3%,4.8%,21,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,2.3%,20.7%,54.0%,11.5%,11.5%,87,,,,,,,
,Neutral,4.3%,21.7%,56.5%,13.0%,4.3%,23,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,66.7%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,0.0%,19.4%,64.5%,9.7%,6.5%,31,,,,,,,
,Satisfied,2.9%,22.1%,52.9%,11.8%,10.3%,68,,,,,,,
,Neutral,10.0%,10.0%,40.0%,10.0%,30.0%,10,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,25.0%,50.0%,25.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q28g Importance of IPAB (all),,,,,,,,,,,,,,
,,IPAB,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,4.7%,17.0%,67.0%,5.7%,5.7%,106,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,8.3%,20.8%,56.3%,6.3%,8.3%,48,,,,,,,
,Biotechnology/ Life Science Service,2.4%,12.2%,73.2%,7.3%,4.9%,41,,,,,,,
,Other,0.0%,12.5%,87.5%,0.0%,0.0%,16,,,,,,,
Position,CEO/CFO,4.7%,11.6%,65.1%,9.3%,9.3%,43,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",10.5%,31.6%,52.6%,0.0%,5.3%,19,,,,,,,
,Service Provider,0.0%,28.6%,71.4%,0.0%,0.0%,7,,,,,,,
,Business Dev Director,5.0%,15.0%,75.0%,5.0%,0.0%,20,,,,,,,
,Other/Research,0.0%,11.8%,76.5%,5.9%,5.9%,17,,,,,,,
NJ Employees,Less than 10,3.1%,12.5%,65.6%,9.4%,9.4%,32,,,,,,,
,10 - 49,6.3%,18.8%,68.8%,3.1%,3.1%,32,,,,,,,
,50 or More,4.0%,24.0%,72.0%,0.0%,0.0%,25,,,,,,,
BioNJ Membership,Yes,4.3%,16.3%,67.4%,6.5%,5.4%,92,,,,,,,
,Former member,0.0%,12.5%,87.5%,0.0%,0.0%,8,,,,,,,
,Never member,16.7%,33.3%,33.3%,0.0%,16.7%,6,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,6.1%,10.2%,71.4%,6.1%,6.1%,49,,,,,,,
,Some responsibility,4.8%,26.2%,57.1%,4.8%,7.1%,42,,,,,,,
,No responsibility,0.0%,13.3%,80.0%,6.7%,0.0%,15,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,5.3%,18.7%,64.0%,6.7%,5.3%,75,,,,,,,
,Neutral,0.0%,7.1%,85.7%,7.1%,0.0%,14,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,66.7%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,6.7%,13.3%,66.7%,10.0%,3.3%,30,,,,,,,
,Satisfied,3.7%,18.5%,66.7%,5.6%,5.6%,54,,,,,,,
,Neutral,0.0%,20.0%,60.0%,0.0%,20.0%,5,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,0.0%,100.0%,0.0%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q28h Importance of Other (all),,,,,,,,,,,,,,
,,Other,,,Total,,,,,,,,,
,,Very Important,Important,Neutral,Count,,,,,,,,,
All Respondents,_____________   _____________,10.0%,30.0%,60.0%,10,,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,25.0%,25.0%,50.0%,4,,,,,,,,,
,Biotechnology/ Life Science Service,0.0%,50.0%,50.0%,4,,,,,,,,,
,Other,0.0%,0.0%,100.0%,2,,,,,,,,,
Position,CEO/CFO,50.0%,50.0%,0.0%,2,,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,0.0%,100.0%,1,,,,,,,,,
,Service Provider,0.0%,0.0%,100.0%,1,,,,,,,,,
,Business Dev Director,0.0%,25.0%,75.0%,4,,,,,,,,,
,Other/Research,0.0%,50.0%,50.0%,2,,,,,,,,,
NJ Employees,Less than 10,16.7%,50.0%,33.3%,6,,,,,,,,,
,10 - 49,0.0%,0.0%,100.0%,2,,,,,,,,,
BioNJ Membership,Yes,11.1%,33.3%,55.6%,9,,,,,,,,,
,Never member,0.0%,0.0%,100.0%,1,,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,0.0%,25.0%,75.0%,4,,,,,,,,,
,Some responsibility,0.0%,66.7%,33.3%,3,,,,,,,,,
,No responsibility,0.0%,0.0%,100.0%,2,,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,14.3%,42.9%,42.9%,7,,,,,,,,,
,Neutral,0.0%,0.0%,100.0%,1,,,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,100.0%,1,,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,16.7%,33.3%,50.0%,6,,,,,,,,,
,Satisfied,0.0%,33.3%,66.7%,3,,,,,,,,,
,,,,,,,,,,,,,,
Q30 Respondents who indicated No Opinion on long-term issues facing your organization and the biotechnology sector (all),,,,,,,,,,,,,,
,No Opinion,,,,,,,,,,,,,
Venture capital opportunities,5.9%,,,,,,,,,,,,,
Other funding opportunities,5.8%,,,,,,,,,,,,,
Finding skilled employees,3.3%,,,,,,,,,,,,,
Outsourcing,4.6%,,,,,,,,,,,,,
Tracking legislation/regulation,6.0%,,,,,,,,,,,,,
Mergers and acquisitions,3.3%,,,,,,,,,,,,,
Increased costs for employees,4.0%,,,,,,,,,,,,,
Other,53.3%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Q30 Rate the importance of the following long-term issues facing your organization and the biotechnology sector (all),,,,,,,,,,,,,,
,Very Important,Important,Neutral,Not Important,Not Important At All,,,,,,,,,
Venture capital opportunities,25.7%,28.5%,31.9%,7.6%,6.3%,,,,,,,,,
Other funding opportunities,31.0%,31.7%,29.0%,3.4%,4.8%,,,,,,,,,
Finding skilled employees,18.2%,56.1%,18.9%,5.4%,1.4%,,,,,,,,,
Outsourcing,20.5%,36.3%,30.1%,11.0%,2.1%,,,,,,,,,
Tracking legislation/regulation,15.5%,40.8%,35.9%,6.3%,1.4%,,,,,,,,,
Mergers and acquisitions,16.9%,47.3%,27.7%,6.8%,1.4%,,,,,,,,,
Increased costs for employees,12.4%,48.3%,31.0%,6.9%,1.4%,,,,,,,,,
Other,28.6%,14.3%,57.1%,0.0%,0.0%,,,,,,,,,
,,,,,,,,,,,,,,
Q30a Importance of Venture capital opportunities (all),,,,,,,,,,,,,,
,,Venture capital opportunities,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,25.7%,28.5%,31.9%,7.6%,6.3%,144,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,27.4%,24.7%,34.2%,5.5%,8.2%,73,,,,,,,
,Biotechnology/ Life Science Service,26.5%,30.6%,26.5%,10.2%,6.1%,49,,,,,,,
,Other,19.0%,38.1%,38.1%,4.8%,0.0%,21,,,,,,,
Position,CEO/CFO,36.1%,27.9%,21.3%,9.8%,4.9%,61,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",12.0%,20.0%,48.0%,8.0%,12.0%,25,,,,,,,
,Service Provider,33.3%,22.2%,33.3%,11.1%,0.0%,9,,,,,,,
,Business Dev Director,16.7%,37.5%,37.5%,0.0%,8.3%,24,,,,,,,
,Other/Research,20.0%,32.0%,36.0%,8.0%,4.0%,25,,,,,,,
NJ Employees,Less than 10,33.3%,29.4%,19.6%,13.7%,3.9%,51,,,,,,,
,10 - 49,12.8%,35.9%,41.0%,5.1%,5.1%,39,,,,,,,
,50 or More,22.9%,28.6%,37.1%,2.9%,8.6%,35,,,,,,,
BioNJ Membership,Yes,26.6%,26.6%,32.8%,7.8%,6.3%,128,,,,,,,
,Former member,11.1%,44.4%,33.3%,11.1%,0.0%,9,,,,,,,
,Never member,28.6%,42.9%,14.3%,0.0%,14.3%,7,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,24.6%,33.3%,27.5%,7.2%,7.2%,69,,,,,,,
,Some responsibility,32.0%,24.0%,28.0%,10.0%,6.0%,50,,,,,,,
,No responsibility,12.5%,25.0%,54.2%,4.2%,4.2%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,30.0%,24.0%,35.0%,6.0%,5.0%,100,,,,,,,
,Neutral,17.4%,26.1%,26.1%,17.4%,13.0%,23,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,75.0%,25.0%,0.0%,0.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,40.0%,22.9%,34.3%,0.0%,2.9%,35,,,,,,,
,Satisfied,23.4%,27.3%,35.1%,7.8%,6.5%,77,,,,,,,
,Neutral,18.2%,9.1%,27.3%,27.3%,18.2%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,80.0%,0.0%,20.0%,0.0%,5,,,,,,,
,,,,,,,,,,,,,,
Q30b Importance of Other funding opportunities (all),,,,,,,,,,,,,,
,,Other funding opportunities,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,31.0%,31.7%,29.0%,3.4%,4.8%,145,,,,,,,
